date,state,positive,negative,tests
20200327,FL,2765,28186,30951
20200327,GA,2001,7864,9865
20200327,GU,51,299,350
20200327,HI,106,4357,4463
20200327,IA,235,3740,3975
20200327,ID,189,2668,2857
20200327,IL,3026,18516,21542
20200327,IN,981,5955,6936
20200327,KS,202,3229,3431
20200327,KY,248,3768,4016
20200327,LA,2746,18613,21359
20200327,MA,3151,26244,29395
20200327,MD,774,94,868
20200327,ME,168,3394,3562
20200327,MI,8659,12639,21298
20200327,MN,398,13605,14003
20200327,MO,669,369,1038
20200327,MP,0,,0
20200327,MS,579,2560,3139
20200327,MT,108,2590,2698
20200327,NC,763,14373,15136
20200327,ND,65,2427,2492
20200327,NE,85,1761,1846
20200327,NH,158,3395,3553
20200327,NJ,8825,16547,25372
20200327,NM,136,8377,8513
20200327,NV,535,6161,6696
20200327,NY,44635,101118,145753
20200327,OH,1137,19012,20149
20200327,OK,322,1084,1406
20200327,OR,414,8510,8924
20200327,PA,2218,21016,23234
20200327,PR,79,519,598
20200327,RI,203,2306,2509
20200327,SC,456,2307,2763
20200327,SD,58,2387,2445
20200327,TN,1203,14888,16091
20200327,TX,1731,21935,23666
20200327,UT,480,8764,9244
20200327,VA,604,6733,7337
20200327,VI,19,55,74
20200327,VT,184,2077,2261
20200327,WA,4305,65887,70192
20200327,WI,842,13140,13982
20200327,WV,76,1779,1855
20200327,WY,70,1211,1281
20200326,AK,59,1801,1860
20200326,AL,506,3593,4099
20200326,AR,335,1504,1839
20200326,AS,,,0
20200326,AZ,577,347,924
20200326,CA,3006,17380,20386
20200326,CO,1086,6978,8064
20200326,CT,1012,5625,6637
20200326,DC,231,1626,1857
20200326,DE,130,36,166
20200326,FL,2355,23741,26096
20200326,GA,1525,7401,8926
20200326,GU,45,263,308
20200326,HI,95,4357,4452
20200326,IA,179,2578,2757
20200326,ID,123,2065,2188
20200326,IL,2538,14093,16631
20200326,IN,645,4006,4651
20200326,KS,168,2869,3037
20200326,KY,198,3102,3300
20200326,LA,2305,15724,18029
20200326,MA,2318,21327,23645
20200326,MD,580,94,674
20200326,ME,155,3394,3549
20200326,MI,7767,10305,18072
20200326,MN,346,12604,12950
20200326,MO,502,369,871
20200326,MP,0,,0
20200326,MS,485,2291,2776
20200326,MT,71,2128,2199
20200326,NC,636,12274,12910
20200326,ND,52,2039,2091
20200326,NE,73,1584,1657
20200326,NH,137,3001,3138
20200326,NJ,6876,13661,20537
20200326,NM,112,7681,7793
20200326,NV,420,4697,5117
20200326,NY,37258,84846,122104
20200326,OH,867,16449,17316
20200326,OK,248,958,1206
20200326,OR,327,6953,7280
20200326,PA,1687,16441,18128
20200326,PR,64,377,441
20200326,RI,165,1262,1427
20200326,SC,456,2307,2763
20200326,SD,46,1973,2019
20200326,TN,957,13952,14909
20200326,TX,1396,20028,21424
20200326,UT,402,7308,7710
20200326,VA,460,5729,6189
20200326,VI,17,55,72
20200326,VT,158,1850,2008
20200326,WA,3822,61987,65809
20200326,WI,707,11583,12290
20200326,WV,51,1031,1082
20200326,WY,53,1052,1105
20200325,AK,42,1649,1691
20200325,AL,283,2529,2812
20200325,AR,280,1437,1717
20200325,AS,,,0
20200325,AZ,450,323,773
20200325,CA,2355,15921,18276
20200325,CO,912,6789,7701
20200325,CT,875,5023,5898
20200325,DC,183,1423,1606
20200325,DE,115,36,151
20200325,FL,1682,15374,17056
20200325,GA,1247,4932,6179
20200325,GU,37,233,270
20200325,HI,90,4357,4447
20200325,IA,145,2578,2723
20200325,ID,73,1887,1960
20200325,IL,1865,12344,14209
20200325,IN,477,2879,3356
20200325,KS,126,2360,2486
20200325,KY,157,2865,3022
20200325,LA,1795,9656,11451
20200325,MA,1739,18079,19818
20200325,MD,423,94,517
20200325,ME,149,3177,3326
20200325,MI,7060,7537,14597
20200325,MN,287,11188,11475
20200325,MO,356,369,725
20200325,MP,0,,0
20200325,MS,377,1566,1943
20200325,MT,53,1948,2001
20200325,NC,504,9985,10489
20200325,ND,39,1734,1773
20200325,NE,61,1304,1365
20200325,NH,108,2356,2464
20200325,NJ,4402,10452,14854
20200325,NM,100,6742,6842
20200325,NV,321,4251,4572
20200325,NY,30811,72668,103479
20200325,OH,704,14060,14764
20200325,OK,164,805,969
20200325,OR,209,4350,4559
20200325,PA,1127,11193,12320
20200325,PR,51,317,368
20200325,RI,132,1262,1394
20200325,SC,424,2303,2727
20200325,SD,41,819,860
20200325,TN,784,11012,11796
20200325,TX,974,12520,13494
20200325,UT,346,6491,6837
20200325,VA,391,4979,5370
20200325,VI,17,55,72
20200325,VT,123,1589,1712
20200325,WA,3339,57929,61268
20200325,WI,585,10089,10674
20200325,WV,39,759,798
20200325,WY,44,954,998
20200324,AK,36,986,1022
20200324,AL,215,2106,2321
20200324,AR,218,947,1165
20200324,AS,,,0
20200324,AZ,357,313,670
20200324,CA,2102,13452,15554
20200324,CO,720,5504,6224
20200324,CT,618,4682,5300
20200324,DC,137,1195,1332
20200324,DE,91,36,127
20200324,FL,1412,13127,14539
20200324,GA,1026,4458,5484
20200324,GU,32,201,233
20200324,HI,77,3589,3666
20200324,IA,124,2315,2439
20200324,ID,50,1887,1937
20200324,IL,1535,9934,11469
20200324,IN,365,2566,2931
20200324,KS,98,2086,2184
20200324,KY,124,1762,1886
20200324,LA,1388,7215,8603
20200324,MA,1060,12714,13774
20200324,MD,349,94,443
20200324,ME,125,3014,3139
20200324,MI,6441,5796,12237
20200324,MN,262,5550,5812
20200324,MO,183,369,552
20200324,MP,0,,0
20200324,MS,320,1552,1872
20200324,MT,46,1643,1689
20200324,NC,398,8141,8539
20200324,ND,34,1454,1488
20200324,NE,52,975,1027
20200324,NH,101,1447,1548
20200324,NJ,3675,8325,12000
20200324,NM,83,5890,5973
20200324,NV,278,3954,4232
20200324,NY,25665,65605,91270
20200324,OH,564,140,704
20200324,OK,106,735,841
20200324,OR,209,4350,4559
20200324,PA,851,8643,9494
20200324,PR,39,268,307
20200324,RI,124,1200,1324
20200324,SC,298,2012,2310
20200324,SD,30,790,820
20200324,TN,667,10517,11184
20200324,TX,410,10757,11167
20200324,UT,299,5524,5823
20200324,VA,290,4180,4470
20200324,VI,17,,17
20200324,VT,95,1440,1535
20200324,WA,2877,53341,56218
20200324,WI,457,8237,8694
20200324,WV,20,610,630
20200324,WY,29,710,739
20200323,AK,22,946,968
20200323,AL,167,1665,1832
20200323,AR,174,906,1080
20200323,AS,,,0
20200323,AZ,265,309,574
20200323,CA,1733,12567,14300
20200323,CO,591,4845,5436
20200323,CT,415,4085,4500
20200323,DC,116,1113,1229
20200323,DE,68,36,104
20200323,FL,1171,11063,12234
20200323,GA,772,4297,5069
20200323,GU,29,161,190
20200323,HI,56,2955,3011
20200323,IA,105,2043,2148
20200323,ID,47,1309,1356
20200323,IL,1273,8583,9856
20200323,IN,259,1701,1960
20200323,KS,82,417,499
20200323,KY,104,1762,1866
20200323,LA,1172,4776,5948
20200323,MA,678,8263,8941
20200323,MD,288,94,382
20200323,ME,107,2791,2898
20200323,MI,5789,4697,10486
20200323,MN,235,4511,4746
20200323,MO,183,369,552
20200323,MP,0,,0
20200323,MS,249,1143,1392
20200323,MT,34,1146,1180
20200323,NC,297,8141,8438
20200323,ND,30,1353,1383
20200323,NE,50,356,406
20200323,NH,78,1374,1452
20200323,NJ,2844,359,3203
20200323,NM,65,5321,5386
20200323,NV,245,3490,3735
20200323,NY,20875,57414,78289
20200323,OH,442,140,582
20200323,OK,81,694,775
20200323,OR,191,3649,3840
20200323,PA,644,6595,7239
20200323,PR,31,189,220
20200323,RI,106,1143,1249
20200323,SC,298,1466,1764
20200323,SD,28,762,790
20200323,TN,615,3272,3887
20200323,TX,352,9703,10055
20200323,UT,257,4790,5047
20200323,VA,254,3443,3697
20200323,VI,17,,17
20200323,VT,75,1106,1181
20200323,WA,2496,48492,50988
20200323,WI,416,7050,7466
20200323,WV,16,444,460
20200323,WY,26,592,618
20200322,AK,22,946,968
20200322,AL,138,1464,1602
20200322,AR,165,711,876
20200322,AS,,,0
20200322,AZ,152,282,434
20200322,CA,1536,11304,12840
20200322,CO,475,4075,4550
20200322,CT,223,2877,3100
20200322,DC,98,957,1055
20200322,DE,56,36,92
20200322,FL,830,7990,8820
20200322,GA,600,3420,4020
20200322,GU,27,126,153
20200322,HI,48,263,311
20200322,IA,90,1215,1305
20200322,ID,42,1175,1217
20200322,IL,1049,7271,8320
20200322,IN,201,1293,1494
20200322,KS,64,417,481
20200322,KY,99,1472,1571
20200322,LA,837,2661,3498
20200322,MA,547,5476,6023
20200322,MD,244,94,338
20200322,ME,89,2264,2353
20200322,MI,5098,3712,8810
20200322,MN,169,4511,4680
20200322,MO,90,369,459
20200322,MP,0,,0
20200322,MS,207,1114,1321
20200322,MT,31,1146,1177
20200322,NC,255,6183,6438
20200322,ND,28,1260,1288
20200322,NE,48,356,404
20200322,NH,65,1188,1253
20200322,NJ,1914,327,2241
20200322,NM,57,4722,4779
20200322,NV,190,2448,2638
20200322,NY,15168,46233,61401
20200322,OH,351,140,491
20200322,OK,67,669,736
20200322,OR,161,2864,3025
20200322,PA,479,4964,5443
20200322,PR,23,183,206
20200322,RI,83,932,1015
20200322,SC,195,1466,1661
20200322,SD,21,740,761
20200322,TN,505,3272,3777
20200322,TX,334,8422,8756
20200322,UT,181,3508,3689
20200322,VA,219,3118,3337
20200322,VI,6,,6
20200322,VT,52,1106,1158
20200322,WA,2284,43640,45924
20200322,WI,385,6230,6615
20200322,WV,12,385,397
20200322,WY,24,438,462
20200321,AK,14,758,772
20200321,AL,124,28,152
20200321,AR,118,567,685
20200321,AS,,,0
20200321,AZ,104,240,344
20200321,CA,1279,11249,12528
20200321,CO,363,3317,3680
20200321,CT,194,2106,2300
20200321,DC,77,506,583
20200321,DE,45,36,81
20200321,FL,658,6579,7237
20200321,GA,507,2557,3064
20200321,GU,15,108,123
20200321,HI,37,124,161
20200321,IA,68,1049,1117
20200321,ID,31,880,911
20200321,IL,753,5488,6241
20200321,IN,126,707,833
20200321,KS,55,417,472
20200321,KY,54,714,768
20200321,LA,580,2180,2760
20200321,MA,426,4799,5225
20200321,MD,190,94,284
20200321,ME,73,2264,2337
20200321,MI,4543,3696,8239
20200321,MN,138,3952,4090
20200321,MO,73,369,442
20200321,MP,0,,0
20200321,MS,140,695,835
20200321,MT,20,1146,1166
20200321,NC,184,5092,5276
20200321,ND,28,1141,1169
20200321,NE,38,356,394
20200321,NH,55,973,1028
20200321,NJ,1327,294,1621
20200321,NM,57,3771,3828
20200321,NV,124,2384,2508
20200321,NY,10356,35081,45437
20200321,OH,247,140,387
20200321,OK,53,560,613
20200321,OR,114,2003,2117
20200321,PA,371,3766,4137
20200321,PR,21,143,164
20200321,RI,66,862,928
20200321,SC,152,1255,1407
20200321,SD,14,691,705
20200321,TN,371,3272,3643
20200321,TX,304,6218,6522
20200321,UT,136,2424,2560
20200321,VA,152,2638,2790
20200321,VI,6,,6
20200321,VT,29,779,808
20200321,WA,2042,41936,43978
20200321,WI,281,4628,4909
20200321,WV,11,330,341
20200321,WY,23,438,461
20200320,AK,12,686,698
20200320,AL,81,28,109
20200320,AR,96,351,447
20200320,AS,,,0
20200320,AZ,65,211,276
20200320,CA,1063,10424,11487
20200320,CO,277,2675,2952
20200320,CT,194,604,798
20200320,DC,71,501,572
20200320,DE,38,36,74
20200320,FL,520,1870,2390
20200320,GA,420,1966,2386
20200320,GU,14,86,100
20200320,HI,26,124,150
20200320,IA,45,642,687
20200320,ID,23,590,613
20200320,IL,585,3696,4281
20200320,IN,79,475,554
20200320,KS,44,417,461
20200320,KY,47,592,639
20200320,LA,473,568,1041
20200320,MA,314,3795,4109
20200320,MD,149,94,243
20200320,ME,57,2264,2321
20200320,MI,4027,2746,6773
20200320,MN,115,3741,3856
20200320,MO,47,369,416
20200320,MP,0,,0
20200320,MS,80,695,775
20200320,MT,16,931,947
20200320,NC,137,3096,3233
20200320,ND,20,800,820
20200320,NE,32,240,272
20200320,NH,44,745,789
20200320,NJ,890,264,1154
20200320,NM,43,3771,3814
20200320,NV,109,1992,2101
20200320,NY,7102,25325,32427
20200320,OH,169,140,309
20200320,OK,49,538,587
20200320,OR,114,2003,2117
20200320,PA,268,2574,2842
20200320,PR,14,114,128
20200320,RI,54,800,854
20200320,SC,81,833,914
20200320,SD,14,663,677
20200320,TN,228,563,791
20200320,TX,194,5083,5277
20200320,UT,112,2035,2147
20200320,VA,114,2211,2325
20200320,VI,3,,3
20200320,VT,29,779,808
20200320,WA,1804,39828,41632
20200320,WI,206,3455,3661
20200320,WV,7,219,226
20200320,WY,19,331,350
20200319,AK,6,432,438
20200319,AL,68,28,96
20200319,AR,46,310,356
20200319,AS,,,0
20200319,AZ,44,175,219
20200319,CA,924,8787,9711
20200319,CO,216,2112,2328
20200319,CT,96,604,700
20200319,DC,39,153,192
20200319,DE,30,36,66
20200319,FL,390,1533,1923
20200319,GA,287,1544,1831
20200319,GU,12,69,81
20200319,HI,16,93,109
20200319,IA,38,83,121
20200319,ID,11,459,470
20200319,IL,422,2725,3147
20200319,IN,56,324,380
20200319,KS,34,417,451
20200319,KY,35,454,489
20200319,LA,347,458,805
20200319,MA,229,2918,3147
20200319,MD,107,94,201
20200319,ME,53,2004,2057
20200319,MI,3392,1785,5177
20200319,MN,89,2949,3038
20200319,MO,24,308,332
20200319,MP,0,,0
20200319,MS,50,552,602
20200319,MT,12,761,773
20200319,NC,97,2408,2505
20200319,ND,15,493,508
20200319,NE,27,240,267
20200319,NH,39,621,660
20200319,NJ,742,210,952
20200319,NM,35,2762,2797
20200319,NV,95,1626,1721
20200319,NY,4152,18132,22284
20200319,OH,119,140,259
20200319,OK,44,466,510
20200319,OR,88,1329,1417
20200319,PA,185,1608,1793
20200319,PR,5,56,61
20200319,RI,44,654,698
20200319,SC,60,583,643
20200319,SD,11,551,562
20200319,TN,154,349,503
20200319,TX,143,2212,2355
20200319,UT,78,1448,1526
20200319,VA,94,1829,1923
20200319,VI,3,,3
20200319,VT,22,645,667
20200319,WA,1563,36060,37623
20200319,WI,155,2192,2347
20200319,WV,2,143,145
20200319,WY,18,271,289
20200318,AK,6,406,412
20200318,AL,46,28,74
20200318,AR,33,236,269
20200318,AS,,,0
20200318,AZ,28,148,176
20200318,CA,611,7981,8592
20200318,CO,183,1617,1800
20200318,CT,68,125,193
20200318,DC,31,138,169
20200318,DE,25,36,61
20200318,FL,314,1225,1539
20200318,GA,197,1311,1508
20200318,GU,8,57,65
20200318,HI,14,93,107
20200318,IA,29,83,112
20200318,ID,9,459,468
20200318,IL,288,1763,2051
20200318,IN,39,154,193
20200318,KS,16,417,433
20200318,KY,26,354,380
20200318,LA,240,335,575
20200318,MA,156,2115,2271
20200318,MD,85,94,179
20200318,ME,43,1670,1713
20200318,MI,2913,1215,4128
20200318,MN,77,2685,2762
20200318,MO,13,253,266
20200318,MP,0,,0
20200318,MS,34,479,513
20200318,MT,10,499,509
20200318,NC,63,1787,1850
20200318,ND,6,268,274
20200318,NE,24,206,230
20200318,NH,26,513,539
20200318,NJ,427,190,617
20200318,NM,28,2326,2354
20200318,NV,55,168,223
20200318,NY,2382,12215,14597
20200318,OH,88,140,228
20200318,OK,29,378,407
20200318,OR,75,1118,1193
20200318,PA,133,1187,1320
20200318,PR,5,31,36
20200318,RI,33,540,573
20200318,SC,60,583,643
20200318,SD,11,551,562
20200318,TN,98,349,447
20200318,TX,83,1824,1907
20200318,UT,63,131,194
20200318,VA,77,1201,1278
20200318,VI,2,,2
20200318,VT,19,592,611
20200318,WA,1414,31842,33256
20200318,WI,106,1577,1683
20200318,WV,1,122,123
20200318,WY,15,178,193
20200317,AK,3,334,337
20200317,AL,36,28,64
20200317,AR,22,197,219
20200317,AS,,,0
20200317,AZ,20,142,162
20200317,CA,483,7981,8464
20200317,CO,160,1056,1216
20200317,CT,41,125,166
20200317,DC,22,104,126
20200317,DE,16,36,52
20200317,FL,186,940,1126
20200317,GA,146,,146
20200317,GU,5,41,46
20200317,HI,10,,10
20200317,IA,23,83,106
20200317,ID,7,346,353
20200317,IL,159,1340,1499
20200317,IN,30,129,159
20200317,KS,15,382,397
20200317,KY,22,295,317
20200317,LA,137,286,423
20200317,MA,118,1633,1751
20200317,MD,57,94,151
20200317,ME,32,1303,1335
20200317,MI,2393,626,3019
20200317,MN,60,2276,2336
20200317,MO,8,207,215
20200317,MP,0,,0
20200317,MS,21,368,389
20200317,MT,8,303,311
20200317,NC,40,474,514
20200317,ND,3,220,223
20200317,NE,21,206,227
20200317,NH,17,355,372
20200317,NJ,267,163,430
20200317,NM,23,1249,1272
20200317,NV,55,168,223
20200317,NY,1700,5506,7206
20200317,OH,67,140,207
20200317,OK,17,247,264
20200317,OR,47,689,736
20200317,PA,96,879,975
20200317,PR,5,13,18
20200317,RI,23,403,426
20200317,SC,33,311,344
20200317,SD,11,551,562
20200317,TN,73,330,403
20200317,TX,64,1204,1268
20200317,UT,51,131,182
20200317,VA,67,961,1028
20200317,VI,2,,2
20200317,VT,10,495,505
20200317,WA,1240,27368,28608
20200317,WI,72,1038,1110
20200317,WV,0,80,80
20200317,WY,10,95,105
20200316,AK,1,143,144
20200316,AL,28,28,56
20200316,AR,22,132,154
20200316,AS,,,0
20200316,AZ,18,125,143
20200316,CA,335,7981,8316
20200316,CO,131,627,758
20200316,CT,26,125,151
20200316,DC,17,96,113
20200316,DE,8,36,44
20200316,FL,141,684,825
20200316,GA,121,,121
20200316,GU,3,23,26
20200316,HI,7,,7
20200316,IA,22,83,105
20200316,ID,5,265,270
20200316,IL,93,932,1025
20200316,IN,24,115,139
20200316,KS,11,166,177
20200316,KY,21,234,255
20200316,LA,115,188,303
20200316,MA,97,1199,1296
20200316,MD,37,94,131
20200316,ME,17,764,781
20200316,MI,1933,272,2205
20200316,MN,54,1839,1893
20200316,MO,6,164,170
20200316,MP,0,,0
20200316,MS,12,277,289
20200316,MT,7,198,205
20200316,NC,33,296,329
20200316,ND,1,123,124
20200316,NE,18,170,188
20200316,NH,13,271,284
20200316,NJ,178,120,298
20200316,NM,17,566,583
20200316,NV,45,168,213
20200316,NY,950,4543,5493
20200316,OH,50,140,190
20200316,OK,10,174,184
20200316,OR,39,579,618
20200316,PA,76,670,746
20200316,PR,5,9,14
20200316,RI,21,308,329
20200316,SC,28,235,263
20200316,SD,10,494,504
20200316,TN,52,270,322
20200316,TX,57,,57
20200316,UT,39,131,170
20200316,VA,51,438,489
20200316,VI,1,,1
20200316,VT,8,421,429
20200316,WA,1067,22980,24047
20200316,WI,47,504,551
20200316,WV,0,80,80
20200316,WY,3,,3
20200315,AK,1,143,144
20200315,AL,12,28,40
20200315,AR,16,103,119
20200315,AZ,12,121,133
20200315,CA,293,916,1209
20200315,CO,131,627,758
20200315,CT,20,125,145
20200315,DC,16,79,95
20200315,DE,6,36,42
20200315,FL,116,678,794
20200315,GA,99,,99
20200315,HI,2,,2
20200315,IA,18,83,101
20200315,ID,5,174,179
20200315,IL,64,449,513
20200315,IN,19,102,121
20200315,KS,8,135,143
20200315,KY,16,139,155
20200315,LA,90,156,246
20200315,MA,64,584,648
20200315,MD,31,94,125
20200315,ME,3,91,94
20200315,MI,1480,205,1685
20200315,MN,35,1387,1422
20200315,MO,5,122,127
20200315,MS,10,84,94
20200315,MT,7,103,110
20200315,NC,32,227,259
20200315,ND,1,95,96
20200315,NE,17,80,97
20200315,NH,13,271,284
20200315,NJ,98,120,218
20200315,NM,13,482,495
20200315,NV,21,168,189
20200315,NY,729,4543,5272
20200315,OH,36,139,175
20200315,OK,9,118,127
20200315,OR,36,420,456
20200315,PA,63,205,268
20200315,RI,20,271,291
20200315,SC,19,154,173
20200315,SD,9,327,336
20200315,TN,39,157,196
20200315,TX,56,,56
20200315,UT,28,131,159
20200315,VA,45,363,408
20200315,VT,4,348,352
20200315,WA,939,18372,19311
20200315,WI,33,313,346
20200315,WV,0,38,38
20200315,WY,3,,3
20200314,AK,1,143,144
20200314,AL,6,22,28
20200314,AR,12,65,77
20200314,AZ,12,121,133
20200314,CA,252,916,1168
20200314,CO,101,610,711
20200314,CT,11,125,136
20200314,DC,10,49,59
20200314,DE,6,36,42
20200314,FL,77,478,555
20200314,GA,66,,66
20200314,HI,2,,2
20200314,IA,17,83,100
20200314,ID,2,174,176
20200314,IL,46,316,362
20200314,IN,15,74,89
20200314,KS,6,93,99
20200314,KY,14,139,153
20200314,LA,51,109,160
20200314,MA,38,,38
20200314,MD,26,94,120
20200314,ME,3,91,94
20200314,MI,1196,205,1401
20200314,MN,21,847,868
20200314,MO,4,90,94
20200314,MS,6,84,90
20200314,MT,5,103,108
20200314,NC,23,137,160
20200314,ND,1,54,55
20200314,NE,14,80,94
20200314,NH,7,212,219
20200314,NJ,50,97,147
20200314,NM,10,237,247
20200314,NV,20,168,188
20200314,NY,524,2779,3303
20200314,OH,13,50,63
20200314,OK,4,36,40
20200314,OR,30,337,367
20200314,PA,47,205,252
20200314,RI,20,198,218
20200314,SC,13,110,123
20200314,SD,9,182,191
20200314,TN,32,130,162
20200314,TX,51,,51
20200314,UT,6,131,137
20200314,VA,30,117,147
20200314,VT,4,227,231
20200314,WA,806,16783,17589
20200314,WI,19,169,188
20200314,WV,0,26,26
20200314,WY,2,,2
20200313,AK,1,59,60
20200313,AL,1,11,12
20200313,AR,9,30,39
20200313,AZ,9,94,103
20200313,CA,202,916,1118
20200313,CO,72,524,596
20200313,CT,6,99,105
20200313,DC,10,20,30
20200313,DE,4,30,34
20200313,FL,50,478,528
20200313,GA,42,,42
20200313,HI,2,,2
20200313,IA,16,83,99
20200313,ID,0,131,131
20200313,IL,32,294,326
20200313,IN,12,61,73
20200313,KS,6,93,99
20200313,KY,11,107,118
20200313,LA,36,37,73
20200313,MA,23,,23
20200313,MD,17,94,111
20200313,ME,3,91,94
20200313,MI,945,133,1078
20200313,MN,14,541,555
20200313,MO,2,71,73
20200313,MS,4,41,45
20200313,MT,1,55,56
20200313,NC,15,86,101
20200313,ND,1,39,40
20200313,NE,13,80,93
20200313,NH,6,94,100
20200313,NJ,50,97,147
20200313,NM,10,190,200
20200313,NV,11,168,179
20200313,NY,421,2779,3200
20200313,OH,13,50,63
20200313,OK,3,36,39
20200313,OR,30,337,367
20200313,PA,41,140,181
20200313,RI,14,142,156
20200313,SC,12,75,87
20200313,SD,9,73,82
20200313,TN,26,116,142
20200313,TX,39,,39
20200313,UT,6,131,137
20200313,VA,30,117,147
20200313,VT,2,142,144
20200313,WA,702,14598,15300
20200313,WI,19,169,188
20200313,WV,0,17,17
20200313,WY,1,,1
20200312,AK,0,46,46
20200312,AL,0,10,10
20200312,AR,6,24,30
20200312,AZ,9,82,91
20200312,CA,202,916,1118
20200312,CO,45,298,343
20200312,CT,6,89,95
20200312,DC,10,20,30
20200312,DE,4,23,27
20200312,FL,32,301,333
20200312,GA,31,,31
20200312,HI,2,,2
20200312,IA,14,67,81
20200312,ID,0,93,93
20200312,IL,25,266,291
20200312,IN,12,52,64
20200312,KS,4,41,45
20200312,KY,8,56,64
20200312,LA,14,37,51
20200312,MA,8,,8
20200312,MD,12,94,106
20200312,ME,1,65,66
20200312,MI,702,91,793
20200312,MN,9,307,316
20200312,MO,1,64,65
20200312,MS,1,41,42
20200312,MT,1,34,35
20200312,NC,12,60,72
20200312,ND,1,12,13
20200312,NE,10,80,90
20200312,NH,6,94,100
20200312,NJ,30,74,104
20200312,NM,5,155,160
20200312,NV,7,168,175
20200312,NY,216,92,308
20200312,OH,5,30,35
20200312,OK,3,36,39
20200312,OR,19,286,305
20200312,PA,22,116,138
20200312,RI,5,94,99
20200312,SC,10,48,58
20200312,SD,8,27,35
20200312,TN,18,79,97
20200312,TX,23,,23
20200312,UT,4,131,135
20200312,VA,17,117,134
20200312,VT,2,97,99
20200312,WA,551,10571,11122
20200312,WI,8,84,92
20200312,WV,0,7,7
20200312,WY,1,,1
20200311,AK,0,46,46
20200311,AL,0,10,10
20200311,AR,0,12,12
20200311,AZ,9,59,68
20200311,CA,157,916,1073
20200311,CO,28,251,279
20200311,CT,3,71,74
20200311,DC,5,20,25
20200311,DE,1,17,18
20200311,FL,28,301,329
20200311,GA,22,,22
20200311,HI,2,,2
20200311,IA,13,46,59
20200311,ID,0,67,67
20200311,IL,19,244,263
20200311,IN,10,33,43
20200311,KS,1,41,42
20200311,KY,8,46,54
20200311,LA,6,37,43
20200311,MD,9,94,103
20200311,ME,0,42,42
20200311,MI,497,57,554
20200311,MN,5,217,222
20200311,MO,1,,1
20200311,MS,0,20,20
20200311,MT,0,21,21
20200311,NC,7,,7
20200311,ND,0,7,7
20200311,NE,5,47,52
20200311,NH,4,38,42
20200311,NJ,24,57,81
20200311,NM,3,87,90
20200311,NV,5,168,173
20200311,NY,216,92,308
20200311,OH,4,21,25
20200311,OK,2,15,17
20200311,OR,19,286,305
20200311,PA,16,88,104
20200311,RI,5,94,99
20200311,SC,9,32,41
20200311,SD,5,13,18
20200311,TN,7,50,57
20200311,TX,21,,21
20200311,UT,2,,2
20200311,VA,9,60,69
20200311,VT,1,62,63
20200311,WA,481,6977,7458
20200311,WI,3,43,46
20200311,WV,0,3,3
20200311,WY,0,,0
20200310,AK,0,23,23
20200310,AL,0,0,0
20200310,AR,0,12,12
20200310,AZ,6,51,57
20200310,CA,133,690,823
20200310,CO,12,142,154
20200310,CT,2,54,56
20200310,DC,5,17,22
20200310,DE,0,17,17
20200310,FL,19,222,241
20200310,GA,17,,17
20200310,HI,2,,2
20200310,IA,8,32,40
20200310,ID,0,41,41
20200310,IL,19,244,263
20200310,IN,6,30,36
20200310,KS,1,17,18
20200310,KY,6,28,34
20200310,LA,1,11,12
20200310,MD,6,89,95
20200310,ME,0,20,20
20200310,MI,358,39,397
20200310,MN,3,132,135
20200310,MO,1,,1
20200310,MS,0,,0
20200310,MT,0,15,15
20200310,NC,7,,7
20200310,ND,0,6,6
20200310,NE,3,47,50
20200310,NH,4,38,42
20200310,NJ,15,44,59
20200310,NM,0,69,69
20200310,NV,1,14,15
20200310,NY,173,92,265
20200310,OH,3,14,17
20200310,OK,2,15,17
20200310,OR,15,213,228
20200310,PA,12,,12
20200310,RI,3,58,61
20200310,SC,7,24,31
20200310,SD,0,11,11
20200310,TN,7,,7
20200310,TX,13,,13
20200310,UT,2,,2
20200310,VA,8,53,61
20200310,VT,1,40,41
20200310,WA,397,4850,5247
20200310,WI,2,36,38
20200310,WV,0,2,2
20200310,WY,0,0,0
20200309,AK,0,23,23
20200309,AL,0,,0
20200309,AR,0,12,12
20200309,AZ,5,44,49
20200309,CA,114,690,804
20200309,CO,9,133,142
20200309,CT,1,46,47
20200309,DC,1,14,15
20200309,DE,0,15,15
20200309,FL,18,140,158
20200309,GA,12,,12
20200309,HI,2,,2
20200309,IA,3,26,29
20200309,ID,0,41,41
20200309,IL,7,191,198
20200309,IN,2,,2
20200309,KS,1,11,12
20200309,KY,4,17,21
20200309,LA,1,5,6
20200309,MD,5,73,78
20200309,ME,0,1,1
20200309,MI,254,36,290
20200309,MN,2,80,82
20200309,MO,1,,1
20200309,MS,0,,0
20200309,MT,0,11,11
20200309,NC,2,,2
20200309,ND,0,0,0
20200309,NE,3,36,39
20200309,NH,4,38,42
20200309,NJ,11,35,46
20200309,NM,0,57,57
20200309,NV,1,14,15
20200309,NY,142,92,234
20200309,OH,3,11,14
20200309,OK,1,8,9
20200309,OR,14,165,179
20200309,PA,10,,10
20200309,RI,3,30,33
20200309,SC,7,24,31
20200309,SD,0,5,5
20200309,TN,3,,3
20200309,TX,12,,12
20200309,UT,1,,1
20200309,VA,3,38,41
20200309,VT,1,34,35
20200309,WA,349,3173,3522
20200309,WI,1,36,37
20200309,WV,0,2,2
20200309,WY,0,,0
20200308,AK,0,14,14
20200308,AL,0,,0
